# Kepler Q9 Training Set Targets (version 3)
# Column 1: Constant star identifier
# Column 2: Standard deviation (sigma)
#-------------------------------------------
constant_0,8.0029514013416383e+02
constant_1,3.3264050590615366e+03
constant_2,3.0255713049161386e+03
constant_3,2.7545155055786713e+03
constant_4,3.3840155998551027e+03
constant_5,5.9641714203183426e+02
constant_6,4.1581382832457621e+03
constant_7,2.6086755300733175e+03
constant_8,3.4982115780808076e+03
constant_9,3.4289094511387379e+03
constant_10,3.2706885614123803e+02
constant_11,3.4411637170806503e+03
constant_12,2.8456364272963551e+03
constant_13,1.5043282579693873e+03
constant_14,2.2049447845971028e+02
constant_15,2.4017058520173377e+03
constant_16,1.8349382335374210e+03
constant_17,2.1996563291630082e+03
constant_18,2.3518773312388544e+03
constant_19,3.8869840771493882e+03
constant_20,8.3125660894935595e+02
constant_21,2.1915817211926128e+03
constant_22,4.1387148288326534e+03
constant_23,1.4271991182248723e+03
constant_24,1.2761602767712034e+03
constant_25,1.9136132739496763e+03
constant_26,2.9729212812097003e+03
constant_27,1.5655482621274380e+03
constant_28,3.5423628698234995e+02
constant_29,1.5479650388732441e+03
constant_30,1.7632169717107063e+03
constant_31,2.6549253824364769e+03
constant_32,1.5851758139044828e+03
constant_33,2.3672845460623871e+03
constant_34,3.4951343569031328e+03
constant_35,3.9513693401081144e+02
constant_36,8.5559867762318606e+02
constant_37,1.7659608335081109e+03
constant_38,1.9236646596908645e+03
constant_39,1.6179916852221370e+03
constant_40,1.5497577334861212e+03
constant_41,9.9307384033635071e+02
constant_42,1.9389993913507662e+03
constant_43,6.8959419217264667e+02
constant_44,2.5320981653802578e+03
constant_45,3.7655602537505101e+03
constant_46,1.6588925695314733e+03
constant_47,1.4933401162127116e+03
constant_48,1.5214498686225593e+03
constant_49,3.1476495141455985e+03
constant_50,2.0241819442164524e+03
constant_51,3.7996259737235455e+03
constant_52,1.0472467514986845e+03
constant_53,3.1186358686667163e+03
constant_54,2.4675908675657552e+03
constant_55,1.8492147140682098e+03
constant_56,3.4736262890843923e+03
constant_57,2.0922067316559261e+02
constant_58,2.3441447940381431e+03
constant_59,1.9832549829747213e+03
constant_60,1.9845118619344239e+03
constant_61,3.7572972289824602e+03
constant_62,3.2405772389306117e+03
constant_63,2.5473052161147580e+03
constant_64,1.6804843605732094e+03
constant_65,2.3537768697182196e+03
constant_66,1.6504823694474783e+03
constant_67,1.5103455498490252e+03
constant_68,1.4017358095317427e+03
constant_69,2.5393537837138233e+03
constant_70,2.2247124997130968e+03
constant_71,5.3110890419666885e+02
constant_72,1.2840977641595425e+03
constant_73,2.1928761161963998e+03
constant_74,2.7450552469648601e+03
constant_75,2.3228460519498972e+03
constant_76,3.9467159205087646e+03
constant_77,3.6948129669967580e+03
constant_78,3.9195567395562812e+03
constant_79,9.8598940539231285e+02
constant_80,1.6527262385557933e+03
constant_81,2.1441148709039840e+03
constant_82,1.8593658389774168e+03
constant_83,2.5667307893413845e+03
constant_84,2.4239785885540682e+03
constant_85,2.6096274166386388e+02
constant_86,3.2001912209037478e+03
constant_87,5.3836258038618939e+02
constant_88,3.1523557762892046e+03
constant_89,2.1878124946772459e+03
constant_90,2.0715534181819125e+03
constant_91,3.7932302126735590e+03
constant_92,2.0561866702262810e+03
constant_93,2.6210622430424255e+03
constant_94,2.9587155545250664e+02
constant_95,3.9411301202451741e+03
constant_96,4.1046340123363771e+03
constant_97,2.9217579761384095e+03
constant_98,3.1225616584706513e+03
constant_99,2.1180423349217640e+03
constant_100,3.8867005853217001e+03
constant_101,3.8341942347770369e+03
constant_102,1.1586768559575753e+03
constant_103,2.6282395735713703e+03
constant_104,2.4377921803547692e+03
constant_105,1.7704590490649318e+03
constant_106,2.6721366375258535e+03
constant_107,2.6390064022326214e+03
constant_108,1.3721681950333743e+03
constant_109,4.1285130544246913e+03
constant_110,2.9211859736637671e+03
constant_111,1.5459606093360158e+03
constant_112,6.1371286409918412e+02
constant_113,3.3823662113238674e+03
constant_114,1.9895864054285639e+02
constant_115,3.2581585691205860e+03
constant_116,2.2950216128732218e+03
constant_117,1.4754947392176125e+03
constant_118,9.7939625113402326e+02
constant_119,3.5779961122262876e+03
constant_120,1.3016543846385882e+03
constant_121,1.6298125364972771e+03
constant_122,1.0582608808186742e+03
constant_123,3.8912611903064999e+03
